"category","taxon","island","sample_code","water_depth._m","dist_coast_km","long","lat","substrate_type","sequencin_run","ESVs","Kindgom","Phylum","Class","Order","Family","Genus","Species","X.Subject.accession","X.Identity.percentage","reads","pa","N","site_code"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_173","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","ProchlorococcusMIT9313","marine sediment metagenome            ","UOTB01001567",100,2693,1,10.7535001731534,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_185","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11clade","CladeII","unknowngenus","marine metagenome             ","AACY023551535",100,1138,1,4.54418239771579,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_191","Bacteria","Marinimicrobia(SAR406clade)","unknownclass","unknownorder","unknownfamily","unknowngenus","marine metagenome             ","CEVH01069997",100,960,1,3.83340518612228,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_1920","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured","uncultured bacterium             ","KF917616",100,2405,1,9.60347861731676,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_1945","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5)clade","uncultured bacterium             ","GU061389",100,478,1,1.90871633225672,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_1992","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5marinegroup","uncultured Flavobacteriaceae bacterium            ","JQ515070",99.734,2168,1,8.65710671199282,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_200","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5marinegroup","uncultured bacterium             ","GU119455",100,17354,1,69.2967849999647,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_208","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured","marine metagenome             ","AACY024107018",100,1588,1,6.34109107871061,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_209","Bacteria","Marinimicrobia(SAR406clade)","unknownclass","unknownorder","unknownfamily","unknowngenus","marine metagenome             ","AACY021294420",100,536,1,2.14031789558494,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_210","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4marinegroup","unidentified marine bacterioplankton            ","KC000452",100,1349,1,5.38673291258225,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_219","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11clade","CladeI","CladeIb","Pelagibacteraceae bacterium AG-430-F16            ","QCOG01000002",100,1012,1,4.04104796703724,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_22","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","SynechococcusCC9902","marine metagenome             ","OCOZ01007429",100,21079,1,84.1711957481996,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_222","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5marinegroup","uncultured bacterium             ","JQ062602",100,21301,1,85.0576706974903,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_225","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5marinegroup","uncultured bacterium             ","GQ413186",100,1067,1,4.26067013915883,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_244","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4marinegroup","marine metagenome             ","AACY020259224",100,641,1,2.55959658781707,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_258","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Coraliomargarita","marine metagenome             ","AACY020295008",100,770,1,3.07471040970225,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_286","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86clade","unknownfamily","unknowngenus","uncultured bacterium             ","EU805070",100,758,1,3.02679284487572,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_29","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11clade","CladeI","CladeIa","metagenome              ","UEXN01011482",100,13102,1,52.3179945297647,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_2936","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","unidentified marine bacterioplankton            ","KC000530",100,1622,1,6.47685751238577,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_304","Bacteria","Marinimicrobia(SAR406clade)","unknownclass","unknownorder","unknownfamily","unknowngenus","Rhodobacteraceae bacterium REDSEA-S29_B10            ","LUQB01000275",100,578,1,2.30802937247779,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_308","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169marinegroup","unknowngenus","marine metagenome             ","CEQT01001744",100,685,1,2.73529432551434,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_333","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5)clade","uncultured marine bacterium            ","KU937449",100,4015,1,16.032418564876,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_342","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2bmarinegroup","marine metagenome             ","AACY022124953",100,396,1,1.58127963927544,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_3491","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Formosa","uncultured Flavobacterium sp.            ","JN233006",100,1214,1,4.8476603082838,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_366","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","uncultured","unknowngenus","unidentified marine bacterioplankton            ","KC003147",100,471,1,1.88076441944124,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_377","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Litoricolaceae","Litoricola","uncultured bacterium             ","KJ007931",100,2614,1,10.4380428713788,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_410","Bacteria","Marinimicrobia(SAR406clade)","unknownclass","unknownorder","unknownfamily","unknowngenus","uncultured bacterium             ","JQ611216",100,407,1,1.62520407369976,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_418","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116clade","unknowngenus","marine metagenome             ","AACY023959354",100,449,1,1.79291555059261,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_422","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","S25-593","unknowngenus","unidentified marine bacterioplankton            ","KC001584",100,544,1,2.17226293880263,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_423","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11clade","CladeII","unknowngenus","Pelagibacteraceae bacterium AG-345-F21            ","QCAW01000020",100,484,1,1.93267511466998,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_441","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5)clade","unidentified marine bacterioplankton            ","KC000821",100,556,1,2.22018050362915,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_453","Bacteria","Proteobacteria","Gammaproteobacteria","OM182clade","unknownfamily","unknowngenus","uncultured bacterium             ","JQ731891",100,524,1,2.09240033075841,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_457","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5)clade","uncultured bacterium             ","LC192990",100,2362,1,9.4317740100217,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_459","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS7marinegroup","unknowngenus","marine metagenome             ","CENQ01009761",100,589,1,2.35195380690211,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_4664","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","uncultured","uncultured bacterium             ","GQ413563",100,544,1,2.17226293880263,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_482","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5)clade","marine metagenome             ","AACY022351645",100,475,1,1.89673694105009,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_50","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11clade","CladeII","unknowngenus","metagenome              ","UEXN01038198",100,4789,1,19.1231014961871,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_515","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","unknowngenus","marine metagenome             ","CEPT01019904",100,372,1,1.48544450962238,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_52","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11clade","CladeI","CladeIa","marine sediment metagenome            ","UOSV01000990",100,3674,1,14.6707610977221,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_5766","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","OM43clade","marine metagenome             ","AACY023257000",100,509,1,2.03250337472525,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_584","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11clade","CladeI","CladeIb","marine metagenome             ","AACY023892297",100,385,1,1.53735520485112,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_6102","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","uncultured","uncultured marine bacterium            ","EU010156",99.732,696,1,2.77921875993865,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_6133","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","uncultured","uncultured bacterium             ","GQ266593",100,628,1,2.50768589258833,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_63","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","CandidatusActinomarina","marine metagenome             ","CEPB01016920",100,4329,1,17.2862615111702,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_65","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","ProchlorococcusMIT9313","Prochlorococcus sp. REDSEA-S22_B1            ","LUPT01000015",100,7703,1,30.7590834882291,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_677","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","SAR92clade","marine metagenome             ","AACY024034473",100,3275,1,13.0775020672401,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_70","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","CandidatusActinomarina","marine metagenome             ","CEUR01027716",100,4359,1,17.4060554232365,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_71","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11clade","CladeI","CladeIa","marine metagenome             ","OCOU01000518",100,5648,1,22.5532005116861,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_73","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured","Rhodobacteraceae bacterium REDSEA-S11_B6            ","LUQA01000159",100,5698,1,22.7528570317966,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_743","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5marinegroup","uncultured bacterium             ","KJ007890",100,6197,1,24.7454291024998,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_75","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","marine metagenome             ","CEPT01145025",100,604,1,2.41185076293527,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_769","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured","marine metagenome             ","UOYC01004959",100,6490,1,25.9154163103475,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_783","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86clade","unknownfamily","unknowngenus","marine metagenome             ","AACY023645320",100,893,1,3.56586544917416,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_785","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","uncultured marine bacterium            ","JX405596",100,6160,1,24.597683277618,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_81","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","CyanobiumPCC-6307","Synechococcus sp. AG-420-M02            ","QCMM01000022",100,1379,1,5.50652682464857,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_88","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5marinegroup","marine metagenome             ","AACY020125801",100,3140,1,12.5384294629416,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_89","Bacteria","SAR324clade(MarinegroupB)","unknownclass","unknownorder","unknownfamily","unknowngenus","marine metagenome             ","CEVS01032418",100,3322,1,13.265179196144,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_890","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","marine metagenome             ","AACY023862510",100,2258,1,9.01648844819178,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_92","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169marinegroup","unknowngenus","marine metagenome             ","CEOJ01000159",100,3815,1,15.2337924844339,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_9303","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea","uncultured bacterium             ","KJ007921",97.861,389,1,1.55332772645997,"Langkai_19.1"
"environment","seawater","Langkai","seawater_Langkai_19.1","19.1",42,"119.089104","-5.027039","seawater",1,"ESV_99","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86clade","unknownfamily","unknowngenus","marine metagenome             ","AACY020555669",100,2556,1,10.2064413080506,"Langkai_19.1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_1022","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11clade","CladeII","unknowngenus","uncultured bacterium             ","EU804245",100,1144,1,4.66428290511017,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_107","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","marine metagenome             ","OCOZ01004190",100,1126,1,4.59089383842138,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_110","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4marinegroup","unidentified marine bacterioplankton            ","KC001836",100,3362,1,13.7074467893185,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_111","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11clade","CladeI","CladeIb","Candidatus Pelagibacter ubique            ","CVSN01000050",100,4945,1,20.161607487561,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_113","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2bmarinegroup","marine metagenome             ","AACY023568381",100,4520,1,18.4288100796311,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_116","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","marine metagenome             ","CENY01074918",100,4153,1,16.932488553254,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_123","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116clade","unknowngenus","SAR116 cluster bacterium REDSEA-S10_B10N8           ","LUQE01000207",100,6099,1,24.8666620963872,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_1233","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5marinegroup","uncultured bacterium             ","KC873742",100,297,1,1.21091960036514,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_1246","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11clade","CladeII","unknowngenus","uncultured bacterium             ","EU805220",100,1010,1,4.1179420753158,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_1299","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","unknowngenus","uncultured Alphaproteobacteria bacterium            ","HM474890",99.732,502,1,2.0467395265431,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_136","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116clade","unknowngenus","marine metagenome             ","AACY020257759",100,3604,1,14.6941220192457,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_144","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86clade","unknownfamily","unknowngenus","SAR86 cluster bacterium AG-390-O18           ","QCHF01000002",100,2690,1,10.9675882996035,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_146","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11clade","CladeI","CladeIa","marine metagenome             ","OCVS01000055",100,2794,1,11.3916140182498,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_147","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86clade","unknownfamily","unknowngenus","metagenome              ","OZSS01072547",100,2169,1,8.84338253599997,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_159","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86clade","unknownfamily","unknowngenus","marine metagenome             ","AACY024102398",100,2454,1,10.0053760919059,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_161","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","CandidatusActinomarina","marine metagenome             ","OCLV01002098",100,1430,1,5.83035363138772,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_173","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","ProchlorococcusMIT9313","marine sediment metagenome            ","UOTB01001567",100,2732,1,11.1388294552107,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_1746","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Prolixibacter","uncultured bacterium             ","KU354065",100,1037,1,4.228025675349,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_185","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11clade","CladeII","unknowngenus","marine metagenome             ","AACY023551535",100,5165,1,21.058584969313,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_191","Bacteria","Marinimicrobia(SAR406clade)","unknownclass","unknownorder","unknownfamily","unknowngenus","marine metagenome             ","CEVH01069997",100,2130,1,8.68437289150758,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_200","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5marinegroup","uncultured bacterium             ","GU119455",100,1115,1,4.54604496433378,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_208","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured","marine metagenome             ","AACY024107018",100,2581,1,10.5231767290991,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_209","Bacteria","Marinimicrobia(SAR406clade)","unknownclass","unknownorder","unknownfamily","unknowngenus","marine metagenome             ","AACY021294420",100,1545,1,6.29922822412169,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_210","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4marinegroup","unidentified marine bacterioplankton            ","KC000452",100,2221,1,9.05539539532316,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_219","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11clade","CladeI","CladeIb","Pelagibacteraceae bacterium AG-430-F16            ","QCOG01000002",100,4847,1,19.7620447911442,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_22","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","SynechococcusCC9902","marine metagenome             ","OCOZ01007429",100,40806,1,166.373014183502,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_225","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5marinegroup","uncultured bacterium             ","GQ413186",100,4632,1,18.8854531612503,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_244","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4marinegroup","marine metagenome             ","AACY020259224",100,1272,1,5.18616071267495,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_2828","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","uncultured","uncultured gamma proteobacterium            ","GU784984",100,607,1,2.47484241556108,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_2851","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","SUP05cluster","uncultured marine organism            ","HM485128",96.601,1203,1,4.90483595703456,"Pajenekang_1"
"environment","seawater","Pajenekang","seawater_Pajenekang_1","1",19,"119.32219","-4.97136","seawater",1,"ESV_286","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86clade","unknownfamily","unknowngenus","uncultured bacterium             ","EU805070",100,1623,1,6.61724751310648,"Pajenekang_1"
